ubicacion,fecha,puntuacion,titulo_comentario,comentario_negativo,comentario_positivo,etiquetas,cantidad_comentarios,nacionalidad
BilbaoLaVieja,Escrito en 11 de diciembre de 2023,"8,0",Maria,El sofá cama un poco incómodo y el barrio no parecía muy seguro aunque no tuvimos problemas,"La limpieza, que tuviera dos baños, la comodidad y la cercanía al centro.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches,5 comentarios,España
BilbaoLaVieja,Escrito en 5 de diciembre de 2023,"8,0",Pamela,Que no habían suficientes mantas para los 4 que éramos pero a pesar de este percance me puse en contacto con el propietario y me soluciono el problema asi que nada perfecto todo,Que estaba limpio,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,12 comentarios,España
BilbaoLaVieja,Escrito en 5 de diciembre de 2023,"9,0",Guillem,"Por decir algo, el sofacama un poco incomodi. Marmara y alcachofa ducha deterioradas","Apartaments muy moderno, buenas instalaciones, muy limpio",Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,35 comentarios,España
BilbaoLaVieja,Escrito en 2 de diciembre de 2023,"7,0",Ly,"La ubicación, barrio raro 
El sofá estaba roto el relleno",Las habitaciones,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,8 comentarios,España
BilbaoLaVieja,Escrito en 2 de noviembre de 2023,"8,0",Bea,,Muy recomendable,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 29 de octubre de 2023,"9,0",Adjelevi,Me gusto todo,"Limpio, acogedor, tranquilidad y muy cómodo",Viaje de ocio | Pareja | Estudio | Estancia de 2 noches | Enviado por móvil,9 comentarios,España
BilbaoLaVieja,Escrito en 15 de octubre de 2023,"8,0",Lizz,"No habían escobas para barrer ni suficientes utensilios de limpieza como para trapear los pisos, estuvimos 5 días y fuimos con un bebé de 2 años por lo que los pisos se ensuciaban mucho. Las tazas de café con muy pequeñas",La decoración y el espacio,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 4 noches | Enviado por móvil,3 comentarios,Panamá
BilbaoLaVieja,Escrito en 13 de octubre de 2023,"8,0",Monte,"La ubicación, el barrio es un poco peligroso , y me falto un recepcionista en la entrada .","El apartamento está muy bien las instalaciones , muy moderno y acogedor",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,7 comentarios,España
BilbaoLaVieja,Escrito en 1 de octubre de 2023,"7,0",Maria,"Lo peor el sofá cama que  era incomodísimo.
El barrio tampoco me gustó mucho, difícil aparcar.","Estaba limpio y buen tamaño para 4 personas. Pagamos mascota y tuvieron el detalle de dejarle premios, cuencos y cama.",Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,31 comentarios,España
BilbaoLaVieja,Escrito en 1 de octubre de 2023,"8,0",Jtr,La alcachofa de la ducha,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 13 de septiembre de 2023,"9,0",Iker,El sofá cama y la ubicación,La tecnología que tenia,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 28 de agosto de 2023,"7,0",Julio,"Aunque es un apartamento que se ofrece hasta para 6 personas, el espacio es muy reducido. El sofá cama y colchones no eran muy cómodos. La ubicación, aunque cercana al centro, es un barrio con pinta peligrosa.",Apartamento nuevo y moderno. El sistema de llaves. La ubicación cercana al centro y zona de ocio.,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,37 comentarios,España
BilbaoLaVieja,Escrito en 27 de agosto de 2023,"8,0",Mari,No funcionaba el aire acondicionado y nos pillaron días de mucho calor,Ampliar apartamentos para los 5.,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,10 comentarios,España
BilbaoLaVieja,Escrito en 20 de agosto de 2023,"7,0",Ignacio,El ambiente del barrio por la noche no nos ha agradado,"Apartamento moderno, muy completo y cómodo",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches,44 comentarios,España
BilbaoLaVieja,Escrito en 16 de agosto de 2023,"9,0",Jose,La ubicación.,Estaba limpio y era muy bonito.,Viaje de ocio | Pareja | Estudio | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
BilbaoLaVieja,Escrito en 18 de marzo de 2025,10,Maria,"Inmejorable, no puedo poner ninguna pega a nada.","Inmejorable, no puedo poner ninguna pega a nada.",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche,17 comentarios,España
BilbaoLaVieja,Escrito en 18 de marzo de 2025,10,Maria,"Inmejorable, no puedo poner ninguna pega a nada.","Inmejorable, no puedo poner ninguna pega a nada.",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche,17 comentarios,España
BilbaoLaVieja,Escrito en 8 de marzo de 2025,10,Déborah,"Lo más complicado fue aparcar, hay un parking grande cercano pero muy concurrido.","Calidad-precio muy bien.
Mobiliario y estancia muy buena, limpieza óptima, comodidad excelente y todo tipo de servicios en el alojamiento. 
Cercano a bares, supermercados, parques...",Viaje de ocio | Pareja | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,6 comentarios,España
BilbaoLaVieja,Escrito en 26 de febrero de 2025,10,Alberto,Lo más problemático es el aparcamiento.,"Apartamento muy limpio y completo. Baños,dormitorios,etc, todo fenomenal. Está cerca del casco viejo.
Muy buenos detalles para nuestra perra. Muy cerca hay un parque para sacarla.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,25 comentarios,España
BilbaoLaVieja,Escrito en 11 de febrero de 2025,10,Ines,"Estuvimos muy a gusto pero el precio por mascota es excesivo, pagan prácticamente como las personas (20€)","El apartamento está muy bien situado, es super fácil acceder a él y muy cómodo.",Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
BilbaoLaVieja,Escrito en 21 de enero de 2025,"4,0",Gabriel,La ubicación del apartamento,,Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 4 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 8 de enero de 2025,10,Duplat,No hubo ningún problema,"Muy limpio, detalles cuidados, moderno hermoso",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,5 comentarios,España
BilbaoLaVieja,Escrito en 27 de diciembre de 2024,"5,0",Marian,"Ubicación cerca del centro pero en una zona un poco marginal. 
Escasez de utensilios de cocina.
Había una cucaracha en la habitación.","Dos baños con ducha, en buen estado aunque una mampara no cierra del todo.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,10 comentarios,España
BilbaoLaVieja,Escrito en 17 de diciembre de 2024,10,García,Nos dejaron un paquete de bienvenida con cosas para 2 personas y eramos 4,"La comodidad (dos baños), la limpieza, la ubicación cerca del casco viejo",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,3 comentarios,España
BilbaoLaVieja,Escrito en 8 de diciembre de 2024,"3,0",Fidel,"El apartamento estaba viejo, tuvimos un problema toda la estancia con la puerta del apartamento que no abría, y había que llamar todas las veces a un número, que no siempre contestaba rápido. Decían que lo iban a arreglar cada día y nunca lo hicieron.","Está céntrico pudiendo caminar a cualquier lado desde allí, para grupos no está mal.",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 29 de octubre de 2024,"1,0",Javier,Un sofá cama en donde es imposible dormir,,Viaje de negocios | Familia con niños pequeños | Estudio | Estancia de 1 noche | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 13 de octubre de 2024,10,Buttervoth,No encuentro nada que no me haga gustado,Que estaba todo cerca,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,9 comentarios,España
BilbaoLaVieja,Escrito en 11 de octubre de 2024,"4,0",Antonia,La limpieza pesima,Ubicación barrio regular,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,1 comentario,España
BilbaoLaVieja,Escrito en 2 de octubre de 2024,"1,0",Vanesa,la cama. y la ubicación,pues estaba bihnlo malo k tenía er. el sofá. cama. k nos clavamos. los hierros. y. además son poder descansar pork los hierros k se nos llevaban,Viaje de ocio | Pareja | Estudio | Estancia de 3 noches | Enviado por móvil,5 comentarios,España
BilbaoLaVieja,Escrito en 30 de septiembre de 2024,"3,0",De,"El sofá cama era incomodísimo, imposible el descanso",,Viaje de negocios | Pareja | Estudio | Estancia de 2 noches | Enviado por móvil,3 comentarios,España
BilbaoLaVieja,Escrito en 22 de septiembre de 2024,"2,0",Rosa,"Mal ventilado, olía a inquilinos anteriores pese a hacer el chekin a las 15… no funcionaba el aire acondicionado y la solución fue que nos llamasen para venir a repararlo. Después de 3 días y dos noches nos hemos ido y sigue sin funcionar. Creo que si vamos de vacaciones, las reparaciones deberían hacerla entre cliente y cliente y no pretender que perdamos el tiempo los demás. Cobran hasta por entrar antes o salir más tarde pero no bonifican los contratiempos como el mencionado. El apartamento es un sofá cama con un colchón más fino que la almohada… nos llevamos tatuados los hierros del sofá. El barrio de lo peor que nos aconsejaban, nos equivocamos al reservarlo, una pena todo.","En general nada, o únicamente que la finca no es antigua.",Viaje de ocio | Pareja | Estudio | Estancia de 2 noches | Enviado por móvil,55 comentarios,España
BilbaoLaVieja,Escrito en 18 de septiembre de 2024,"6,0",Rodriguez,"No estaba limpia la habitaicon principal, un sobre de preservativo esta aun presenteny muchos defectos de desgaste en el apartamento, desde daños en la mesa de comer cocina y en ambos baños, me reconocieron 10% de la estancia pero estaba con niños y no me parece presentable para la ocasión. Creo que deben revisar los defectos para garantizar una estancia agradable sin inconvenientes",La facilidad para el check in y las llaves,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,10 comentarios,España
BilbaoLaVieja,Escrito en 17 de septiembre de 2024,"5,0",Lara,"El barrio inquietante no, lo siguiente, presencia policial constante. Como dicen en otros comentarios usar escaleras de la derecha.
El piso en sí, así asa... se agradece la caja de bienvenida con cápsula de café y agua pero dejaron una (traen 2 capsulas y 2 aguas) y éramos 6 (osea el resto ya se queda sin café haha), el picaporte del baño común esta suelto y del baño sale un olor terrible, aparte de las toallas para los huespedes (peq +grande) podrian dejar tambien toallas para las manos sin tener que usar una pequeña de alguno de los huesped. En el espacio abierto cocina comedor había 5 sillas para la mesa y estaba todo lleno de moscas pequeñas de la comida, ademas, las sartenes están en muy mal estado.
Creo que por la zona en la que está situado es una buena opción aunque el ambiente externo no sea del todo ""comodo"" pero para ello creo que deberían esforzarse más en las comodidades del interior.","Pues la ubicación está bastante bien y el sistema de check in con código se hace muy fácil, las camas también son cómodas.",Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,9 comentarios,España
BilbaoLaVieja,Escrito en 6 de septiembre de 2024,"4,0",Tamara,"Menaje cocina muy sucio, muchos mosquitos y moscas, sin toallas suficientes para todos, ubicación pésima (barrio marginal)",Camas comodas,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 5 de septiembre de 2024,"2,0",Ghalli,"La ubicación es pésima en una de las peores zonas de Bilbao,el sofá cama incómodisimo,las ollas estaban sucias tenían arroz seco,la lavadora ni siquiera estaba enchufada y el cable no llegaba al enchufe,no cambiaron las toallas dos días con las mismas toallas y sábanas",Nada,Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 2 noches | Enviado por móvil,15 comentarios,España
BilbaoLaVieja,Escrito en 30 de agosto de 2024,"6,0",Jorge,"No hay cama, solo sofá -cama muy incómodo (chirría, te hundes hacia el centro de la cama, mucha facilidad para chocar con los metales que conforman el sofá. Tampoco había escoba. Barrio muy sucio aunque rápidamente llegas al centro.","En general todo se veía bastante moderno, con varios electrodomésticos y bastante bien insonorizado del exterior. Buena potencia de aire acondicionado. Hay un supermercado justo delante del edificio.",Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 5 noches | Enviado por móvil,12 comentarios,España
BilbaoLaVieja,Escrito en 25 de agosto de 2024,"2,0",Teresa,"La ubicación es la peor zona, no está especificado y creo que es importante. Éramos un grupo de chicas y no se puede andar después del anochecer solas por ahí. La puerta está sucísima. Había una pila de toallas y ropa interior a escasos metros de la calle.","Parece limpio y amplio pero cuando hay 6 personas ahí viviendo, te quedas sin espacio vital para poder pasar un rato agradable.",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,19 comentarios,España
BilbaoLaVieja,Escrito en 25 de agosto de 2024,"1,0",Victoria,"la zona es lo peor de Bilbao
peligroso, drogas, gentuza",,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 21 de agosto de 2024,"5,0",Serna,"Un barrio muy marginal, pocos utensilios de cocina, las sartenes inutilizables y el sofá cama muy incomodo",Cercanía al centro,Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 5 noches | Enviado por móvil,6 comentarios,España
BilbaoLaVieja,Escrito en 27 de julio de 2023,10,Cristina,La ubicación.,"Era muy bonito, moderno y tecnológico, teníamos una terraza privada, nos encantó la usabilidad del espacio.",Viaje de negocios | Pareja | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 24 de julio de 2023,10,Elena,,Muy buen apartamento y check in y check out comodísimo. Muy atentos a las necesidades de los viajeros.,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 11 de julio de 2023,"4,0",Jose,,"la ubicación horrible, me intentaron atracar 2 veces y hay muy mal ambiente",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 4 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 5 de julio de 2023,"1,0",Victoria,La cama es tremendamente incomoda,,Viaje de ocio | Pareja | Estudio | Estancia de 1 noche | Enviado por móvil,11 comentarios,España
BilbaoLaVieja,Escrito en 2 de julio de 2023,"6,0",Maria,Viajábamos en grupo y había un sofá-cama para dos de los viajeros y era incómodo,Me gustó que estaba todo muy limpio y unas instalaciones nuevas,Viaje de ocio | Grupo | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,20 comentarios,España
BilbaoLaVieja,Escrito en 26 de junio de 2023,10,Elflioui,"El personal por el móvil 📵 muy mal 
Quiero mi dinero ya",,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,1 comentario,España
BilbaoLaVieja,Escrito en 26 de junio de 2023,"2,0",Christian,"El piso está ubicado en una zona muy peligrosa. 
La policía nos paró de vuelta a casa por la noche para advertirnos de ello.
Varias personas también lo hicieron.
En las calles de la zona había personas de dudosa reputación que te perseguían.
Además, el sofá cama es extremadamente incómodo y el piso muy pequeño.
El checkout era a las 11, pagamos 15€ más para ampliarlo hasta las 2, y entró hasta en 2 ocasiones el personal de limpieza a las 12...
El aire acondicionado tampoco funciona correctamente.
No lo recomendamos.",,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,11 comentarios,España
BilbaoLaVieja,Escrito en 19 de junio de 2023,10,Javiera,"El apartamento estaba un poco caluroso y el aire acondicionado no refrescaba mucho.
El parking está lejos del piso y el acceso no es directo.",Todo muy limpio y cómodo.,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,15 comentarios,España
BilbaoLaVieja,Escrito en 13 de junio de 2023,10,Jon,La cama al ser sofá cama no es del todo cómoda,Las facilidades que tenia,Viaje de ocio | Pareja | Estudio | Estancia de 1 noche | Enviado por móvil,3 comentarios,España
BilbaoLaVieja,Escrito en 11 de junio de 2023,"5,0",Ignacio,"Los sofascamas son muy incómodos porque los colchones están hundidos. Cerca de un barrio muy inseguro.",Buena limpieza e instalaciones. Muy cerca del centro andando.,Viaje de ocio | Grupo | Apartamento con terraza | Estancia de 2 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 5 de junio de 2023,"4,0",Haritz,El sofá cama era muy incomodo. Pasamos mala noche.,Íbamos a un concierto en Miribilla y esta muy cerca. El apartamento esta muy nuevo,Viaje de ocio | Pareja | Estudio | Estancia de 1 noche,8 comentarios,España
BilbaoLaVieja,Escrito en 25 de mayo de 2023,"6,0",Maria,La cama. Un sofá cama muy muy incómodo. Totalmente doblado. Horroroso para alguien con problemas de espalda como yo.,La ubicación. Muy cerca del centro y al lado del Bilbao arena.,Viaje de ocio | Grupo | Estudio | Estancia de 1 noche | Enviado por móvil,34 comentarios,España
BilbaoLaVieja,Escrito en 11 de mayo de 2023,10,Ismael,de hecho todo estaba bien solo cambiar el colchón del sofá cama de resto muy bien,me pareció todo muy ordenado y limpio,Viaje de negocios | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
BilbaoLaVieja,Escrito en 6 de mayo de 2023,10,Victor,Faltaban vasos y tasas para las personas que eramos y faltaba algo para tender la ropa que se lavaba,La ubicación y el piso muy moderno,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,13 comentarios,España
BilbaoLaVieja,Escrito en 10 de abril de 2023,10,Oscarabad,el colchón el sofá cama,el apartamento y la ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,22 comentarios,España
BilbaoLaVieja,Escrito en 6 de abril de 2023,10,Santos,,Situación céntrica y alta tecnología,Viaje de ocio | Grupo de amigos | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 7 de marzo de 2023,"1,0",Wendy,no me gusto la ubicación pésima en un lugar muy mal en varias ocasiones en la salida no me sentía segura .,,Viaje de ocio | Pareja | Estudio | Estancia de 7 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 22 de febrero de 2023,10,Marisel,La zona hacia abajo dd noche se rnrsrece,La amplitud y limpieza,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,15 comentarios,España
BilbaoLaVieja,Escrito en 9 de febrero de 2023,"2,0",Pau,"El trato pésimo y denunciable, por empezar en la reserva anterior (2-6 feb), cuando hicimos el check-in en ningún momento nos preguntaron si íbamos con mascota, lo que supusimos que ya estaba todo incluido.Cuando el empleado de limpieza nos repuso papel higiénico, vio las cosas de la mascota y nos aplicaron un cargo de 60€ que debería haberse concretado en el chek-in o anteriormente, puesto que hubiésemos valorado otras opciones.La cosa no acaba ahí cuando al no contestar y aún estando alojados nos dejaron en la calle, anulando el código de acceso al portal/habitación.Para acabar, el día 8 de febrero al hacer el chek-out estipulado a las 11am eran las 11:02 y pedí 5 minutos y recibí una contestación con actitud desagradable por parte de la empleada de la limpieza.En conclusión, mala experiencia, no volvería.",,Con una mascota | Viaje de ocio | Grupo | Estudio | Estancia de 2 noches | Enviado por móvil,22 comentarios,España
BilbaoLaVieja,Escrito en 8 de febrero de 2023,"3,0",Melvin,"El sofá cama era muy incómodo y pequeño.Faltaban muchos utensilios de cocina.La smart TV no funcionaba.",Limpieza y comodidad de acceso,Viaje de ocio | Pareja | Estudio | Estancia de 3 noches | Enviado por móvil,5 comentarios,España
BilbaoLaVieja,Escrito en 20 de enero de 2023,10,González,Nada todo muy 👍,Todo muy limpio . .me pusieron cama para el perro y 2 comederos todo un detalle,Familia con niños pequeños | Apartamento con terraza | Estancia de 3 noches | Enviado por móvil,2 comentarios,España
BilbaoLaVieja,Escrito en 15 de enero de 2023,"6,0",Gema,la zona en la que está ubicada es peligrosa y no se aconseja ir de noche,"esta bastante nuevo, es pequeño pero tiene todo y muy limpio",Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,33 comentarios,España
BilbaoLaVieja,Escrito en 15 de enero de 2023,10,Irene,"El sofá cama estaba un poco vencido, causando que estuviese muy hundido por la parte central.",La ubicación y lo nuevo y limpio que estaba.,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
BilbaoLaVieja,Escrito en 5 de enero de 2023,"4,0",Fernandez,"La apertura de llave en la aplicacion no funciono nunca, no habia toallas para todos, no habia donde tender la ropa, set de limpieza de la cocina muy justo",,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,4 comentarios,España
BilbaoLaVieja,Escrito en 4 de enero de 2023,"6,0",Patricia,"Muchas escaleras para llegar a los apartamentos desde el centro, no avisan de eso, y además en las fotos viene terraza y no hay, el salón es muy pequeño.","Las camas cómodas, tranquilo y cerca del centro",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
BilbaoLaVieja,Escrito en 28 de junio de 2024,"8,0",Jéssica,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 26 de junio de 2024,"8,0",Laura,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 23 de junio de 2024,"9,0",Isolina,,,Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 13 de mayo de 2024,"8,0",María,,,Viaje de ocio | Grupo | Apartamento con terraza | Estancia de 2 noches,,
BilbaoLaVieja,Escrito en 14 de abril de 2024,"9,0",Maria,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 14 de abril de 2024,"9,0",David,,,Viaje de negocios | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 11 de abril de 2024,"8,0",Raul,,,Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 4 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 31 de marzo de 2024,"9,0",Antonio,,,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 3 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 17 de marzo de 2024,"7,0",Irune,,,Familia con niños pequeños | Estudio | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 17 de marzo de 2024,"7,0",Adriana,,,Viaje de negocios | Pareja | Estudio | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 5 de marzo de 2024,"9,0",Carles,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 2 de marzo de 2024,"9,0",María,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 2 noches,,
BilbaoLaVieja,Escrito en 2 de marzo de 2024,"9,0",Nuria,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 1 de marzo de 2024,"8,0",Elena,,,Viaje de ocio | Pareja | Estudio | Estancia de 3 noches,,
BilbaoLaVieja,Escrito en 25 de febrero de 2024,"7,0",Raquel,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 23 de febrero de 2024,"8,0",Nathalie,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 14 de febrero de 2024,"8,0",Marina,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 4 de febrero de 2024,"7,0",Jaimeavila14,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 29 de enero de 2024,"8,0",Isabel,,,Viaje de negocios | Grupo | Apartamento de 2 dormitorios | Estancia de 3 noches,,
BilbaoLaVieja,Escrito en 7 de enero de 2024,"9,0",Juan,,,Viaje de ocio | Pareja | Estudio | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 2 de enero de 2024,"8,0",Sara,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 23 de diciembre de 2023,"9,0",Juan,,,Viaje de ocio | Grupo | Apartamento con terraza | Estancia de 2 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 5 de diciembre de 2023,"8,0",Jose,,,Viaje de negocios | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 27 de noviembre de 2023,"9,0",Daniel,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 23 de noviembre de 2023,"7,0",Anabel,,,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 11 de enero de 2025,10,Raquel,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 8 de enero de 2025,10,Gerard,,,Viaje de negocios | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 5 de enero de 2025,10,Antonio,,,Viaje de ocio | Grupo | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 4 de enero de 2025,10,Alexander,,,Viaje de negocios | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 29 de noviembre de 2024,10,Imma,,,Viaje de ocio | Pareja | Estudio | Estancia de 4 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 10 de noviembre de 2024,10,Obl,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 1 de noviembre de 2024,10,Jennifer,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
BilbaoLaVieja,Escrito en 27 de octubre de 2024,10,Alvaro,,,Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 2 noches | Enviado por móvil,,
BilbaoLaVieja,Escrito en 9 de octubre de 2024,"5,0",Madalen,,,Familia con niños pequeños | Estudio | Estancia de 2 noches | Enviado por móvil,,
